word,clue
sadeyed,Blue in the face?
meshes,"Fits with another, as a gear tooth"
pumas,Mountain cats
tidbits,Choice morsels
patsy,Good April fool target
ply,Wield
dunes,"Abe's ""The Woman in the ___"""
peer,___ of the realm
reins,Means of control
animal,Kind of magnetism
steaks,Shapes of some dog treats
adms,Nav. officers
joys,Delights
oer,Anthem contraction
nader,2000 candidate
gels,Some toothpastes
moral,Fable's end
hedy,Lovely Lamarr
coins,Sacagawea dollar and others
wakes,Paths left by storms
dispel,Get rid of
hiss,Ophidian sound
tiber,Rome's river
deter,Inhibit
hulas,Polynesian entertainments
unes,French singles
saucer,Flying phenomenon
tsongas,Whom Kerry succeeded in the U.S. Senate
lanes,Strike locations
yes,Is the pope Catholic?
salty,Like tears or sailors' language
alerts,Warnings
ids,"Wallet cards, for short"
blabs,Spills the beans
yeats,"""In dreams begin responsibility"" writer"
dees,*Poor grades
sled,Transport down a hill
laras,"""___ Theme"" (""Doctor Zhivago"" tune)"
irons,Course requirements?
pegasus,Constellation between Cygnus and Pisces
sobs,Cries out loud
eyed,Blue-___
tides,They roll in
eros,"God whose name is an apt anagram of ""rose"""
afly,___ in the ointment
xfiles,See 43-Across
staged,Not spontaneous
kayoed,Flattened
melons,Cantaloupes and such
emceed,"Made introductions, say"
rep,Pilates unit
fiery,Very hot
oils,"Services, in a way"
ans,"T or F, perhaps: Abbr."
texas,George Bush's home state
overage,"Ineligible, in a way"
eros,Greek god of love
ploy,Stratagem
aces,Whiz kids
sts,Blvd. crossers
reinin,Curb
tos,How-___ (do-it-yourself books)
octants,"Some pizza slices, e.g."
uss,Enterprise leader?
beeper,Paging device
entice,Play the siren
uncle,"""You win!"""
actor,One for whom work is play?
shedder,"Cat or dog, especially in the spring"
rats,Comics expletive
odors,Many gases lack them
teargas,Lachrymatory agent
entitle,License
door,"Choice on ""Let's Make a Deal"""
ifs,"No ___, ands or buts"
congeal,Solidify
teaks,Trees in the mint family
rtes,MapQuest suggestions: Abbr.
mares,Fully grown fillies
leers,Looks askance
rex,Pal of Rover
bars,Taverns
riven,Pulled apart
ostosis,Bone formation
tied,Headed for overtime
bis,"Dumbbell curls build them, for short"
jitney,Small bus
prep,Kitchen work before cooking
ene,Wind heading
doing,"""Nothing ___"" (slangy refusal)"
bluray,DVD alternative
leaders,Biggest stories
arousal,Alarm clock's purpose
snoozes,Naps
oven,"With 34-Across, places to set pies to bake"
noser,Brown-___
renta,___-crowd (attendance booster)
busses,Smooches
stus,Comic Gilliam and namesakes
aahs,Contented sighs
fooled,Got
intro,First few bars
leaven,Help rise
utes,Salt Lake City collegians
loreal,World's largest cosmetics company
circus,Ring setting
hes,"""___ So Fine"" (1963 hit)"
imhot,"""It's boiling in here!"""
inb,"Bach's ""Mass ___ Minor"""
say,Utter
leaper,"Frog, at times"
ors,"Surgery sites, for short"
bobs,Old dos
wds,Dict. entries
abcs,Basics
goths,Subculture wearing a lot of black
noons,Middays
jive,Nonsense talk
steres,Firewood measures
peons,Low class
stress,Pressure
teslas,10-kilogauss units
cds,Alternatives to downloads
boss,Honcho
numbs,Anesthetizes
ally,Associate
open,Shop sign that may be flipped
oder,River to the Baltic
iggy,Rock's ___ Pop
cedars,Some conifers
ina,"Like Beethoven's ""Kreutzer"" Sonata"
resect,Take out surgically
laborer,Drudge
toys,Child's closetful
oxen,They can take a yoke
skoals,Toasts
yeomen,Petty officers
ncos,"Drill sgts., e.g."
marcos,Onetime big name in Filipino politics
harps,Angelic strings
crows,Toots one's own horn
seven,International telephone prefix for Russia
leas,Spots for meadowlarks
santas,Ones working over the holidays?
emly,"Peggotty girl in ""David Copperfield"""
deepset,Placed far in
ides,Big date
spas,Bath and Baden-Baden
vis,"French word before and after ""a"""
noter,One paying close attention
dips,Dramatic dance moves
ames,City north of Des Moines
piers,Landing places
damaged,Like some returned goods
uno,Game featuring 108 cards
ker,Splat preceder
sowed,Scattered over the earth
spinets,Upright relatives
osteal,Pertaining to bones
certs,Roll at a counter
uno,"""___ más!"""
nor,Head-tail connection
eds,Begleys Sr. and Jr.
shed,Tool building
bus,Transportation to school
tier,Section of seats
notary,Worker with a seal
kerry,Massachusetts Senator
eisner,Noted studio head
fads,Cultural flashes in the pan
vees,Some hand signals
tamales,Steamed dishes
imp,Jackanapes
deal,Give everyone a hand
pastry,"Turnover, e.g."
intoned,Chanted
amy,Minnesota senator Klobuchar
sassed,Talked back to
rosy,Like the dawn sky
excels,"Gets all A's, say"
attaboy,"""Way to go!"""
army,Navy's gridiron rival
ramses,Any of several Egyptian kings
carpets,Completely covers
many,Umpteen
rooks,Movable castles
relo,"Move, in Realtor lingo"
ales,Brews
deem,Regard
yrs,Age: Abbr.
saks,Noted name in retailing
unie,"Together, in France"
repo,It might be taken to the pound
ufos,ETs pilot them
taos,Town NNE of Santa Fe
endit,Split
slays,Emulates St. George
moped,Portmanteau ride
sked,"TV Guide chart, for short"
srtas,Misses at a bullfight?: Abbr.
psis,Pitchfork-shaped letters
amos,Freeman Gosden radio role
phyllis,1970's sitcom
sheds,"Gets something off one's back, say"
its,"""___ show time!"""
ices,Boardwalk treats
emmys,"Show of shows, with ""the"""
inre,Concerning
gibbs,"Brothers who sang ""Stayin' Alive"""
edgy,Wired
aver,State
fared,Got along
ives,"""As I was going to St. ___..."""
res,House measure: Abbr.
casing,Cover
deer,"Bambi, for one"
stable,Like noble gases
wars,"The ""W"" in V.F.W."
lisas,Simpson and Kudrow
yaks,Natters
monks,Men in the hood?
eely,Hard to pin down
untune,Disharmonize
teen,Numerical suffix
mets,1969 and 1986 World Series champs
exodus,Major departure
pumps,Formal dress shoes
lather,State of agitation
icy,Very standoffish
angry,On the warpath
begs,Mendicates
usher,Marriage guide
demi,"Moore of ""Striptease"""
arisen,Sprung
olsen,Daily Planet photographer
arks,Vessels also called broadhorns
llds,Honorary law degs.
oles,Barcelona cheers
oater,"""In Old Arizona,"" e.g."
rahs,Stands roars
imokay,"""Don't worry, nothing's broken"""
steepen,Increase in verticality
ends,Goals
asked,Set as a price
ccrider,"Classic R & B tune that inspired the ""stroll"" dance craze"
quads,Targets for weightlifters
hen,Egg layer
meaty,Substantial
overdub,"Add a musical track to, e.g."
relee,"Confederate general, for short"
eminent,Distinguished
paper,Dissertation
abs,The pack in a six-pack
ems,Ambulance letters
stacy,Keach who played Mike Hammer on TV
wry,Like some humor
stets,"Keeps in print, in a way"
sos,"""H-E-L-P!"""
seer,Person offering you a fortune
masked,"Incognito, maybe"
haynes,"Todd who directed ""I'm Not There,"" 2007"
twenty,Score
ion,Charged particle
mgmlion,One making a roaring start?
renee,Actress Zellweger
yahoos,"""Gulliver's Travels"" brutes"
mss,Editor's work: Abbr.
ferries,Carries back and forth
reside,Live
mans,Staffs
ports,Cities with wharves
irks,Nettles
theirs,Nonbinary pronoun
inca,Member of a bygone empire
mocs,Comfy footwear
blears,Dims
nether,Infernal
rep,"Good name, informally"
isomer,Chemical cousin
engr,Many a Lockheed Martin employee: Abbr.
slogans,Rallying cries
hoses,Extinguisher attachments
ponds,Locales for ducks
yeasts,Brewing agents
boy,"""I tell ya!"""
angered,Ticked off
inner,___ tube
inaner,More ridiculous
stems,Arises
often,Quite a bit
tomes,Weighty books
insects,Some bait
sentfor,Asked to come
igor,Lab assistant in a horror film
lasted,Stood up
raps,Criticizes
defog,"Clear up, in a way"
degas,Impressionist Edgar
sexy,10-ish?
beaker,Cylindrical vessel with a flat bottom
groats,Hulled grain
spits,Roasting rods
tooted,Blew a horn
nips,Chills
swats,Hits into the outfield
asps,Nile slitherers
twists,Features of many spy films
rosered,Like brilliantly colored lips
harms,Injures
eer,"Always, to a poet"
signed,Like some memorabilia that usually costs extra
beaks,Sources of some tweets
heal,Mend
legless,Like worms
ted,"""Hazel"" cartoonist Key"
ripopen,Eagerly unwrap
cts,Price abbr.
reroof,Cover with new shingles
zeroes,100 bits?
tended,Looked out for
essay,Theme
hms,"___ Victory, world's oldest naval ship still in commission"
masses,Some services
skis,Pair for some Winter Olympians
this,None of that?
noshes,"Enjoys a bagel, maybe"
any,Even one
marty,"Oscar winner after ""On the Waterfront"""
weed,Garden intruder
iris,What surrounds an aperture
cliches,They're always tired
ipods,Devices that introduced the click wheel
beaver,Feller in a forest?
slams,Doesn't just close
livens,Perks (up)
ssns,"Some Form 1040 data, for short"
ans,Short retort
key,Crucial
nos,Turndowns
foxy,Cunning
aimless,Lacking focus
redo,Go over a second time
erosive,Wearing
denies,Contests
ebbed,"Went out, as the tide"
ells,Building annexes
katy,1918 song girl whose name was sung with a stutter
lays,Potato chip brand owned by PepsiCo
surged,Increased suddenly
assess,Judge
ills,Misfortunes
hedy,Actress Lamarr
snots,Little brats
sensor,Security system component
enter,Rap response
rehab,Recovery center
senor,"Sir, abroad"
eels,Denizens of the Sargasso Sea
stormy,Kind of relationship
axis,"x, for one"
oed,"Work containing more than 3.5 million citations, for short"
mores,Practices
steed,"Lipizzaner, e.g."
ipass,"""No bid for me"""
used,Played for a cat's-paw
indebt,"Behind, so to speak"
ess,Snaky character
read,Librarian's urging
teensy,Minute
greats,Hall of Fame members
editor,Person at a desk
egos,Prima donna problems
systs,Operating procedures: Abbr.
wrens,Melodious singers
hitter,Player who's good with a bat
shor,"Subject of the 2006 documentary ""Toots"""
pegs,Violin tuners
coen,"Either ""True Grit"" director"
aten,"""___ o'clock scholar"""
roaming,Wandering
overdue,Late
nona,"""Ali"" actress Gaye"
teaser,Come-on
eroded,Worn away
lois,Hi's helpmate
decaf,Drink before bed?
shes,Cows and sows
cripes,"""Jeepers!"""
dials,Uses a rotary phone
damaged,Injured
laertes,"""I am justly kill'd with mine own treachery"" speaker"
carts,Supermarket aids
deus,Word in a hymn
onager,Wild ass
real,"Not a joke, say"
aspens,Trembling trees
orally,How some papers are presented
rent,Not own
una,Italian article
steer,Have the helm
inutero,Not yet delivered
openers,Keys
sammy,Singer ___ Davis Jr.
end,Last
igor,Dr. Frankenstein's assistant
tadas,Triumphant cries
hangs,Suspends
spry,Nimble
spas,They have springs
rec,"Letter accompanying a college application, informally"
inla,"""To Live and Die ___"""
tress,Lock
rads,X-ray units
eater,Word with man or fire
sacher,___torte
allen,See 61-Across
ent,"""Say 'ah'"" doc"
gps,Family M.D.'s
ans,Reply to a ques.
sts,Sides of a block: Abbr.
oops,Klutz's utterance
seeds,"Favorites, often"
ual,"""Fly the friendly skies"" co."
alas,"""I wish it weren't so"""
ornery,Cantankerous
ruths,Babe and Baby
teases,Ribs
owns,Has control over
ers,"Triage spots, for short"
trios,Salt-N-Pepa and Ben Folds Five
pacts,Things finished with handshakes
earls,"Counts, now"
arnolds,Roseanne's former in-laws
mounds,Hershey's bar with coconut
unum,One for the money?
email,PC letters
dos,First of a pair of lists
reveal,Divulge
oldas,As ___ Methuselah
fed,Served fare
skipper,Ship officer (with orders for this puzzle?)
ales,Yard sales?
loos,"?ôGigi?ö playwright, 1951"
delta,Wing shape
oped,Pundit's piece
assay,"Test, as ore"
detente,Nixon policy
stems,Slows
repot,"Move, as a plant"
ices,Snacks that drip
ness,"""Untouchable"" agent"
ankhs,Signs of life
putty,It can be silly
dittoed,Said the same
stollen,Bread with nuts and raisins
rel,Sem. topic
meyer,"""The Great Gatsby"" gambler Wolfsheim"
abuser,"Problem drinker, e.g."
order,It's bigger than a family
opeds,They're full of opinions
ousts,Bounces
unu,50's Burmese P.M.
emir,Arab statesman
lbos,"Some mergers, for short"
emirate,Land on the Persian Gulf
pigsty,Farm pen
der,___ Bingle (Crosby)
idos,They're exchanged at the altar
oneal,"Barry Lyndon portrayer, 1975"
bien,Adverb in both French and Spanish
semi,Big truck
inc,Business mag
deci,Numerical prefix
vats,Brewery equipment
tamer,Breaker of a sort
igloos,Some brick houses
yews,Certain conifers
pules,Whines
piggy,"""Little"" digit"
grass,Not Astroturf
rates,Mortgage matter
shay,Two-wheeled carriage
leary,1960s counterculture guru Timothy
rocks,See 7-Down
gnarls,Knots
ordeal,Tough time
dozen,Dirty or daily follower
ales,Lager alternatives
seal,Certain commando
lenny,1974 Hoffman movie
ming,Merciless one
inertly,In a sluggish way
hats,Overhead expenses?
fed,Govt. agent
elles,"Those girls, in French"
amped,Superexcited
acis,Galatea?Æs love
lion,Big prowler
into,See 53-Down
ibis,Bird seen in hieroglyphics
ens,One-point Scrabble tiles
smelled,Seemed funny
amy,"""Trainwreck"" star Schumer"
skewer,Shish-kebab need
dela,Place ___ Concorde
notes,"Quavers, e.g."
allay,Calm
hugs,Clasps
sty,Eye problem
reno,Slots site
thermal,Insulating
piles,Things some sorters make
ires,Seriously vexes
lumber,"More than a color, but less than a trade occupation"
spots,Commercials
miller,"Arthur who wrote ""Death of a Salesman"""
gingers,Teriyaki spices
amiable,Friendly
geezer,"One shouting ""Get off my lawn!"""
axes,Gives the heave-ho
instore,Yet to come
tamer,Less risque
ears,"""I'm all ___"""
hitor,___-miss
oded,"Glutted (on), briefly"
outcry,Uproar
scaled,Like some photographs and cliffs
nibs,Quill points
ferns,Some woods greenery
armed,Having heat?
defoe,"""Robinson Crusoe"" novelist"
boats,Thanksgiving dishes
deals,Mergers and buyouts
railed,Inveighed
dry,Like deserts
udder,One may be above a bucket
lions,Popular civic club
inches,""""
desktop,It may be full of icons
astor,?ôThe Maltese Falcon?ö actress
rcas,Some HDTVs
packer,Green Bay athlete
scion,Issue for a noble family?
amnios,"Prenatal procedures, informally"
twos,"""Terrible"" time"
rep,Dem.'s opponent
ods,Some hosp. cases
hyphens,Jack-in-the-box needs
trader,Wall Street figure
red,Sunset shade
doreen,Mouseketeer ___ Tracey
try,"""___ me!"""
mended,Gave a darn?
reebok,Running-shoe maker
sniper,Hidden shooter
enl,Certain photo order: Abbr.
tiptoes,Goes quietly
smoky,Great ___ Mountains National Park
animus,Personal enmity
pacs,Campaign grps.
adores,Cherishes
orator,Stumper?
enl,Photo blowup: Abbr.
inre,Regarding
boxy,Squared at the edges
aspen,Part of a mountain forest
ural,River to the Caspian Sea
andy,"Rooney of ""60 Minutes"""
entr,Theater's ___'acte
rene,"Descartes who wrote ""Cogito, ergo sum"""
onager,Asian wild ass
onus,Hard thing to carry
alias,"Robert Galbraith, to J. K. Rowling"
reentry,NASA concern
themed,Like some modern restaurants
ones,George Washington bills
ahoys,Cries on a deck
tires,Michelins or Goodyears
eaten,"Gone, in a way"
reach,Get to
otts,Baseball's Mel and Ed
skewer,Kabob holder
ons,Carry-___
suer,Litigant
nonono,"""That's completely wrong, you idiot!"""
soaps,Individually wrapped hotel amenities
muons,Unstable particles
discern,Make out
pbs,"""Downton Abbey"" airer"
